"id","survey_app_id_id","necessary","concerned","understand","category","permission","keep_choice","selection","recall","last_use","aware_prior","access_beneficial","access_concerned","access_change","installed_on","days_since_install"
"677","557","Slightly necessary","Slightly concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","randomApp","Yes","In the previous month","Yes","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","2021-01-20 22:55:27.000000","90"
"678","564","Very necessary","Concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Remove","oldestApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Neither agree nor disagree","2017-11-24 17:12:41.000000","1243"
"679","564","Slightly necessary","Slightly concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","oldestApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Neither agree nor disagree","2017-11-24 17:12:41.000000","1243"
"680","564","Necessary","Moderately concerned","Moderately confident","Basic account info","See your primary Google Account email address","Remove","oldestApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Neither agree nor disagree","2017-11-24 17:12:41.000000","1243"
"681","567","Necessary","Slightly concerned","Confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Remove","newestApp","Yes","In the previous month","Yes","Agree","Agree","Agree","2021-02-22 10:58:36.000000","57"
"682","569","Slightly necessary","Concerned","Confident","Gmail","View your email messages and settings","Unsure","randomApp","Unsure","Unsure","No","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","2019-12-03 23:42:26.000000","504"
"683","569","Moderately necessary","Moderately concerned","Moderately confident","Basic account info","See your personal info, including any personal info you've made publicly available","Unsure","randomApp","Unsure","Unsure","No","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","2019-12-03 23:42:26.000000","504"
"684","569","Moderately necessary","Moderately concerned","Confident","Basic account info","See your primary Google Account email address","Unsure","randomApp","Unsure","Unsure","No","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","2019-12-03 23:42:26.000000","504"
"685","573","Slightly necessary","Concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","newestApp","Unsure","Today","Unsure","Neither agree nor disagree","Disagree","Disagree","2019-09-03 18:36:16.000000","595"
"686","573","Slightly necessary","Concerned","Confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","newestApp","Unsure","Today","Unsure","Neither agree nor disagree","Disagree","Disagree","2019-09-03 18:36:16.000000","595"
"687","573","Slightly necessary","Concerned","Confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","newestApp","Unsure","Today","Unsure","Neither agree nor disagree","Disagree","Disagree","2019-09-03 18:36:16.000000","595"
"688","573","Moderately necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Unsure","Today","Unsure","Neither agree nor disagree","Disagree","Disagree","2019-09-03 18:36:16.000000","595"
"689","573","Slightly necessary","Slightly concerned","Slightly confident","Basic account info","Associate you with your personal info on Google","Keep","newestApp","Unsure","Today","Unsure","Neither agree nor disagree","Disagree","Disagree","2019-09-03 18:36:16.000000","595"
"690","574","Moderately necessary","Not concerned","Not confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"691","574","Moderately necessary","Not concerned","Slightly confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"692","574","Moderately necessary","Not concerned","Slightly confident","Google Cloud Print","View, edit, delete, and manage your Google Cloud Print printers and print jobs","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"693","574","Moderately necessary","Not concerned","Slightly confident","Google Contacts","See, edit, download, and permanently delete your contacts","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"694","574","Necessary","Not concerned","Slightly confident","Google Docs","See, edit, create, and delete your spreadsheets in Google Drive","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"695","574","Necessary","Not concerned","Slightly confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"696","574","Necessary","Not concerned","Slightly confident","Google Photos","Manage your photos and videos","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"697","574","Moderately necessary","Not concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"698","574","Moderately necessary","Not concerned","Slightly confident","Basic account info","See your primary Google Account email address","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"699","574","Necessary","Not concerned","Slightly confident","Additional access","Create, edit, organize, and delete all your tasks","Remove","oldestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-19 02:32:17.000000","122"
"700","575","Not necessary","Concerned","Not confident","Gmail","View your email messages and settings","Remove","newestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Agree","2020-12-22 01:09:57.000000","119"
"701","575","Not necessary","Concerned","Not confident","Gmail","Send email on your behalf","Remove","newestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Agree","2020-12-22 01:09:57.000000","119"
"702","575","Moderately necessary","Concerned","Not confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","newestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Agree","2020-12-22 01:09:57.000000","119"
"703","575","Slightly necessary","Slightly concerned","Not confident","Basic account info","See your primary Google Account email address","Remove","newestApp","Yes","In the previous year","No","Disagree","Neither agree nor disagree","Agree","2020-12-22 01:09:57.000000","119"
"704","584","Very necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2019-01-17 20:20:38.000000","824"
"705","584","Moderately necessary","Slightly concerned","Very confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2019-01-17 20:20:38.000000","824"
"706","584","Not necessary","Not concerned","Very confident","Additional access","Use Google Fit to see and store your physical activity data","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2019-01-17 20:20:38.000000","824"
"707","584","Not necessary","Not concerned","Very confident","Additional access","See your Google Fit speed and distance data","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2019-01-17 20:20:38.000000","824"
"708","578","Necessary","Slightly concerned","Very confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Keep","newestApp","Yes","In the previous month","Yes","Strongly agree","Strongly disagree","Strongly disagree","2021-03-29 03:02:14.000000","22"
"709","578","Necessary","Not concerned","Moderately confident","Basic account info","Associate you with your personal info on Google","Keep","newestApp","Yes","In the previous month","Yes","Strongly agree","Strongly disagree","Strongly disagree","2021-03-29 03:02:14.000000","22"
"710","581","Moderately necessary","Not concerned","Confident","Google Play","Create, edit, and delete your Google Play Games activity","Unsure","randomApp","Yes","In the previous year","Yes","Neither agree nor disagree","Disagree","Disagree","2020-12-23 05:56:46.000000","118"
"711","581","Necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Unsure","randomApp","Yes","In the previous year","Yes","Neither agree nor disagree","Disagree","Disagree","2020-12-23 05:56:46.000000","118"
"712","581","Necessary","Not concerned","Very confident","Basic account info","Associate you with your personal info on Google","Unsure","randomApp","Yes","In the previous year","Yes","Neither agree nor disagree","Disagree","Disagree","2020-12-23 05:56:46.000000","118"
"713","593","Slightly necessary","Not concerned","Confident","Google Play","Create, edit, and delete your Google Play Games activity","Keep","oldestApp","Yes","In the previous year","Yes","Disagree","Disagree","Strongly disagree","2019-09-27 06:10:40.000000","571"
"714","592","Necessary","Not concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Disagree","2021-03-30 16:31:00.000000","21"
"715","592","Necessary","Not concerned","Confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Disagree","2021-03-30 16:31:00.000000","21"
"716","592","Necessary","Not concerned","Confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Disagree","2021-03-30 16:31:00.000000","21"
"717","592","Moderately necessary","Not concerned","Confident","Basic account info","Associate you with your personal info on Google","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Disagree","2021-03-30 16:31:00.000000","21"
"718","592","Necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Disagree","2021-03-30 16:31:00.000000","21"
"719","591","Slightly necessary","Not concerned","Confident","Google Play","Create, edit, and delete your Google Play Games activity","Remove","randomApp","Yes","In the previous week","No","Strongly disagree","Disagree","Strongly agree","2021-03-14 06:58:18.000000","37"
"720","591","Not necessary","Moderately concerned","Very confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","randomApp","Yes","In the previous week","No","Strongly disagree","Disagree","Strongly agree","2021-03-14 06:58:18.000000","37"
"721","591","Not necessary","Moderately concerned","Very confident","Basic account info","See your primary Google Account email address","Remove","randomApp","Yes","In the previous week","No","Strongly disagree","Disagree","Strongly agree","2021-03-14 06:58:18.000000","37"
"722","594","Slightly necessary","Slightly concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2019-11-21 19:11:53.000000","516"
"723","594","Not necessary","Not concerned","Confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2019-11-21 19:11:53.000000","516"
"724","594","Not necessary","Not concerned","Slightly confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2019-11-21 19:11:53.000000","516"
"725","594","Not necessary","Moderately concerned","Slightly confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2019-11-21 19:11:53.000000","516"
"726","594","Necessary","Not concerned","Moderately confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2019-11-21 19:11:53.000000","516"
"727","598","Not necessary","Moderately concerned","Moderately confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Neither agree nor disagree","Disagree","2018-01-23 21:36:18.000000","1183"
"728","598","Not necessary","Moderately concerned","Slightly confident","Google Contacts","See and download your contacts","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Neither agree nor disagree","Disagree","2018-01-23 21:36:18.000000","1183"
"729","598","Necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Neither agree nor disagree","Disagree","2018-01-23 21:36:18.000000","1183"
"730","598","Slightly necessary","Slightly concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Neither agree nor disagree","Disagree","2018-01-23 21:36:18.000000","1183"
"731","599","Slightly necessary","Slightly concerned","Confident","Basic account info","Use Google Fit to see and store your physical activity data","Remove","newestApp","Yes","In the previous month","No","Disagree","Disagree","Agree","2021-03-18 15:59:17.000000","33"
"732","596","Slightly necessary","Slightly concerned","Slightly confident","Gmail","See, edit, create, or change your email settings and filters in Gmail","Keep","oldestApp","No","In the previous month","Unsure","Agree","Neither agree nor disagree","Neither agree nor disagree","2019-12-11 19:37:38.000000","496"
"733","596","Moderately necessary","Moderately concerned","Slightly confident","Gmail","View your email messages and settings","Keep","oldestApp","No","In the previous month","Unsure","Agree","Neither agree nor disagree","Neither agree nor disagree","2019-12-11 19:37:38.000000","496"
"734","596","Not necessary","Slightly concerned","Slightly confident","Gmail","See and edit your email labels","Keep","oldestApp","No","In the previous month","Unsure","Agree","Neither agree nor disagree","Neither agree nor disagree","2019-12-11 19:37:38.000000","496"
"735","596","Slightly necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","No","In the previous month","Unsure","Agree","Neither agree nor disagree","Neither agree nor disagree","2019-12-11 19:37:38.000000","496"
"736","596","Moderately necessary","Concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","No","In the previous month","Unsure","Agree","Neither agree nor disagree","Neither agree nor disagree","2019-12-11 19:37:38.000000","496"
"737","595","Moderately necessary","Moderately concerned","Moderately confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-01-21 05:51:16.000000","455"
"738","595","Moderately necessary","Slightly concerned","Confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-01-21 05:51:16.000000","455"
"739","595","Slightly necessary","Slightly concerned","Confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-01-21 05:51:16.000000","455"
"740","595","Moderately necessary","Slightly concerned","Moderately confident","Basic account info","Associate you with your personal info on Google","Keep","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-01-21 05:51:16.000000","455"
"741","595","Moderately necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-01-21 05:51:16.000000","455"
"742","597","Moderately necessary","Slightly concerned","Moderately confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Unsure","randomApp","Yes","Today","Unsure","Neither agree nor disagree","Disagree","Neither agree nor disagree","2019-12-18 05:29:28.000000","489"
"743","597","Moderately necessary","Moderately concerned","Moderately confident","Basic account info","See your personal info, including any personal info you've made publicly available","Unsure","randomApp","Yes","Today","Unsure","Neither agree nor disagree","Disagree","Neither agree nor disagree","2019-12-18 05:29:28.000000","489"
"744","601","Not necessary","Concerned","Slightly confident","Google Play","Create, edit, and delete your Google Play Games activity","Keep","oldestApp","No","Today","No","Neither agree nor disagree","Agree","Strongly disagree","2019-11-11 01:56:05.000000","526"
"745","601","Not necessary","Very concerned","Moderately confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","No","Today","No","Neither agree nor disagree","Agree","Strongly disagree","2019-11-11 01:56:05.000000","526"
"746","601","Not necessary","Concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","No","Today","No","Neither agree nor disagree","Agree","Strongly disagree","2019-11-11 01:56:05.000000","526"
"747","602","Not necessary","Very concerned","Not confident","Google Play","Create, edit, and delete your Google Play Games activity","Remove","newestApp","No","In the previous month","No","Strongly disagree","Strongly agree","Strongly disagree","2021-03-27 19:17:43.000000","24"
"748","603","Not necessary","Concerned","Not confident","Google Play","Create, edit, and delete your Google Play Games activity","Keep","randomApp","Unsure","In the previous month","No","Strongly disagree","Neither agree nor disagree","Strongly disagree","2021-01-21 15:13:55.000000","89"
"749","615","Not necessary","Very concerned","Very confident","Gmail","Manage drafts and send emails","Remove","oldestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2020-06-15 00:50:12.000000","309"
"750","615","Not necessary","Very concerned","Very confident","Gmail","View your email messages and settings","Remove","oldestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2020-06-15 00:50:12.000000","309"
"751","615","Not necessary","Very concerned","Very confident","Gmail","Send email on your behalf","Remove","oldestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2020-06-15 00:50:12.000000","309"
"752","615","Slightly necessary","Slightly concerned","Very confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","oldestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2020-06-15 00:50:12.000000","309"
"753","615","Necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Remove","oldestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2020-06-15 00:50:12.000000","309"
"754","618","Necessary","Not concerned","Very confident","Google Play","Create, edit, and delete your Google Play Games activity","Remove","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2021-03-22 03:01:04.000000","29"
"755","621","Moderately necessary","Not concerned","Very confident","Google Drive","See, create, and delete its own configuration data in your Google Drive","Remove","randomApp","No","In the previous year","No","Agree","Disagree","Disagree","2021-03-17 00:52:05.000000","34"
"756","621","Very necessary","Not concerned","Very confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Remove","randomApp","No","In the previous year","No","Agree","Disagree","Disagree","2021-03-17 00:52:05.000000","34"
"757","621","Moderately necessary","Not concerned","Very confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","randomApp","No","In the previous year","No","Agree","Disagree","Disagree","2021-03-17 00:52:05.000000","34"
"758","621","Necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Remove","randomApp","No","In the previous year","No","Agree","Disagree","Disagree","2021-03-17 00:52:05.000000","34"
"759","628","Not necessary","Not concerned","Moderately confident","Basic account info","Full account access","Keep","oldestApp","Yes","In the previous month","No","Neither agree nor disagree","Disagree","Disagree","2020-01-15 06:50:20.000000","461"
"760","634","Very necessary","Not concerned","Very confident","Google Calendar","View and edit events on all your calendars","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-06 03:14:04.000000","45"
"761","634","Very necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-06 03:14:04.000000","45"
"762","634","Slightly necessary","Slightly concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-06 03:14:04.000000","45"
"763","633","Very necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","randomApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-04 00:41:20.000000","47"
"764","633","Very necessary","Not concerned","Very confident","Basic account info","Associate you with your personal info on Google","Keep","randomApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-04 00:41:20.000000","47"
"765","633","Very necessary","Not concerned","Very confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","randomApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-04 00:41:20.000000","47"
"766","633","Very necessary","Not concerned","Very confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","randomApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-04 00:41:20.000000","47"
"767","633","Very necessary","Not concerned","Very confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","randomApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Disagree","2021-03-04 00:41:20.000000","47"
"768","637","Necessary","Slightly concerned","Not confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Keep","oldestApp","Yes","In the previous year","Yes","Agree","Disagree","Disagree","2020-06-09 21:21:19.000000","315"
"769","637","Not necessary","Not concerned","Not confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous year","Yes","Agree","Disagree","Disagree","2020-06-09 21:21:19.000000","315"
"770","637","Moderately necessary","Moderately concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","Yes","In the previous year","Yes","Agree","Disagree","Disagree","2020-06-09 21:21:19.000000","315"
"771","636","Very necessary","Slightly concerned","Slightly confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Keep","newestApp","Yes","In the previous week","Unsure","Strongly agree","Disagree","Disagree","2021-03-23 01:44:35.000000","28"
"772","636","Necessary","Not concerned","Moderately confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","In the previous week","Unsure","Strongly agree","Disagree","Disagree","2021-03-23 01:44:35.000000","28"
"773","636","Slightly necessary","Slightly concerned","Moderately confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","newestApp","Yes","In the previous week","Unsure","Strongly agree","Disagree","Disagree","2021-03-23 01:44:35.000000","28"
"774","635","Necessary","Moderately concerned","Slightly confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Remove","randomApp","Yes","In the previous year","Unsure","Strongly disagree","Strongly agree","Strongly agree","2020-12-20 17:41:08.000000","121"
"775","635","Necessary","Moderately concerned","Moderately confident","Google Drive","Connect itself to your Google Drive","Remove","randomApp","Yes","In the previous year","Unsure","Strongly disagree","Strongly agree","Strongly agree","2020-12-20 17:41:08.000000","121"
"776","635","Necessary","Not concerned","Moderately confident","Basic account info","See your primary Google Account email address","Remove","randomApp","Yes","In the previous year","Unsure","Strongly disagree","Strongly agree","Strongly agree","2020-12-20 17:41:08.000000","121"
"777","635","Slightly necessary","Slightly concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","randomApp","Yes","In the previous year","Unsure","Strongly disagree","Strongly agree","Strongly agree","2020-12-20 17:41:08.000000","121"
"778","642","Very necessary","Not concerned","Very confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"779","642","Very necessary","Not concerned","Very confident","Gmail","See, edit, create, or change your email settings and filters in Gmail","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"780","642","Slightly necessary","Not concerned","Very confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"781","642","Necessary","Slightly concerned","Moderately confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"782","642","Moderately necessary","Slightly concerned","Confident","Google Hangouts","View and send chat messages","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"783","642","Necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"784","642","Necessary","Slightly concerned","Confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"785","642","Moderately necessary","Slightly concerned","Confident","Additional access","Create, edit, organize, and delete all your tasks","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-20 19:04:09.000000","882"
"786","640","Slightly necessary","Moderately concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","newestApp","Yes","In the previous week","Yes","Agree","Agree","Agree","2021-03-27 13:56:33.000000","24"
"787","640","Moderately necessary","Slightly concerned","Slightly confident","Basic account info","See your primary Google Account email address","Remove","newestApp","Yes","In the previous week","Yes","Agree","Agree","Agree","2021-03-27 13:56:33.000000","24"
"788","640","Slightly necessary","Moderately concerned","Not confident","Additional access","See and download your exact date of birth","Remove","newestApp","Yes","In the previous week","Yes","Agree","Agree","Agree","2021-03-27 13:56:33.000000","24"
"789","640","Not necessary","Very concerned","Not confident","Additional access","See and download all of your Google Account email addresses","Remove","newestApp","Yes","In the previous week","Yes","Agree","Agree","Agree","2021-03-27 13:56:33.000000","24"
"790","641","Not necessary","Concerned","Slightly confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Keep","randomApp","Yes","Today","Unsure","Agree","Disagree","Disagree","2021-01-11 15:13:14.000000","99"
"791","647","Necessary","Slightly concerned","Moderately confident","Google Docs","See, edit, create, and delete your spreadsheets in Google Drive","Keep","oldestApp","No","Unsure","No","Agree","Disagree","Neither agree nor disagree","2019-04-08 17:51:35.000000","743"
"792","647","Necessary","Slightly concerned","Slightly confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","No","Unsure","No","Agree","Disagree","Neither agree nor disagree","2019-04-08 17:51:35.000000","743"
"793","647","Necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","No","Unsure","No","Agree","Disagree","Neither agree nor disagree","2019-04-08 17:51:35.000000","743"
"794","647","Slightly necessary","Moderately concerned","Moderately confident","Additional access","Display and run third-party web content in prompts and sidebars inside Google applications","Keep","oldestApp","No","Unsure","No","Agree","Disagree","Neither agree nor disagree","2019-04-08 17:51:35.000000","743"
"795","647","Moderately necessary","Moderately concerned","Moderately confident","Additional access","Connect to an external service","Keep","oldestApp","No","Unsure","No","Agree","Disagree","Neither agree nor disagree","2019-04-08 17:51:35.000000","743"
"796","646","Necessary","Moderately concerned","Moderately confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Strongly disagree","2020-11-26 01:39:29.000000","145"
"797","646","Necessary","Slightly concerned","Moderately confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Strongly disagree","2020-11-26 01:39:29.000000","145"
"798","646","Necessary","Slightly concerned","Moderately confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Strongly disagree","2020-11-26 01:39:29.000000","145"
"799","646","Moderately necessary","Slightly concerned","Confident","Basic account info","Associate you with your personal info on Google","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Strongly disagree","2020-11-26 01:39:29.000000","145"
"800","646","Necessary","Slightly concerned","Confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","Today","Yes","Strongly agree","Strongly disagree","Strongly disagree","2020-11-26 01:39:29.000000","145"
"801","649","Very necessary","Not concerned","Very confident","Google Drive","See, create, and delete its own configuration data in your Google Drive","Keep","oldestApp","Yes","In the previous month","Yes","Neither agree nor disagree","Disagree","Disagree","2021-01-30 01:20:00.000000","80"
"802","649","Very necessary","Not concerned","Very confident","Google Play","Create, edit, and delete your Google Play Games activity","Keep","oldestApp","Yes","In the previous month","Yes","Neither agree nor disagree","Disagree","Disagree","2021-01-30 01:20:00.000000","80"
"803","651","Very necessary","Very concerned","Very confident","Google Play","Create, edit, and delete your Google Play Games activity","Keep","newestApp","Yes","In the previous week","Yes","Strongly agree","Strongly disagree","Strongly disagree","2021-04-07 17:11:45.000000","13"
"804","650","Very necessary","Not concerned","Very confident","Google Play","Create, edit, and delete your Google Play Games activity","Keep","randomApp","Yes","Unsure","Yes","Strongly agree","Strongly disagree","Strongly disagree","2021-01-30 20:18:12.000000","80"
"805","652","Not necessary","Not concerned","Confident","Google Contacts","See and download your contacts","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2018-06-15 08:09:18.000000","1040"
