"sso","days_since_install"
"sso","135"
"sso","101"
"sso","115"
"sso","115"
"sso","706"
"sso","115"
"sso","48"
"sso","151"
"sso","147"
"sso","143"
"sso","109"
"sso","64"
"sso","38"
"sso","44"
"sso","44"
"sso","18"
"sso","44"
"sso","190"
"sso","363"
"sso","38"
"sso","45"
"sso","284"
"sso","171"
"sso","38"
"sso","38"
"sso","44"
"sso","45"
"sso","87"
"sso","38"
"sso","85"
"sso","119"
"sso","49"
"sso","100"
"sso","54"
"sso","24"
"sso","92"
"sso","94"
"sso","25"
"sso","67"
"sso","92"
"sso","39"
"sso","370"
"sso","160"
"sso","37"
"sso","70"
"sso","58"
"sso","184"
"sso","70"
"sso","132"
"sso","26"
"sso","70"
"sso","343"
"sso","63"
"sso","54"
"sso","192"
"sso","161"
"sso","176"
"sso","63"
"sso","193"
"sso","172"
"sso","161"
"sso","59"
"sso","103"
"sso","70"
"sso","117"
"sso","152"
"sso","67"
"sso","69"
"sso","161"
"sso","112"
"sso","112"
"sso","34"
"sso","63"
"sso","51"
"sso","706"
"sso","454"
"sso","55"
"sso","43"
"sso","60"
"sso","41"
"sso","560"
"sso","88"
"sso","85"
"sso","63"
"sso","329"
"sso","158"
"sso","74"
"sso","158"
"sso","45"
"sso","470"
"sso","76"
"sso","397"
"sso","364"
"sso","127"
"sso","129"
"sso","375"
"sso","40"
"sso","93"
"sso","224"
"sso","159"
"sso","230"
"sso","177"
"sso","164"
"sso","205"
"sso","494"
"sso","162"
"sso","48"
"sso","487"
"sso","139"
"sso","108"
"sso","133"
"sso","166"
"sso","218"
"sso","98"
"sso","17"
"sso","380"
"sso","58"
"sso","176"
"sso","152"
"sso","50"
"sso","41"
"sso","113"
"sso","378"
"sso","55"
"sso","149"
"sso","319"
"sso","101"
"sso","34"
"sso","154"
"sso","162"
"sso","253"
"sso","587"
"sso","148"
"sso","173"
"sso","149"
"sso","96"
"sso","149"
"sso","287"
"sso","97"
"sso","162"
"sso","159"
"sso","164"
"sso","81"
"sso","284"
"sso","1109"
"sso","520"
"sso","109"
"sso","325"
"sso","93"
"sso","260"
"sso","265"
"sso","69"
"sso","331"
"sso","416"
"sso","54"
"sso","265"
"sso","84"
"sso","103"
"sso","39"
"sso","228"
"sso","578"
"sso","270"
"sso","89"
"sso","29"
"sso","217"
"sso","286"
"sso","108"
"sso","139"
"sso","60"
"sso","101"
"sso","91"
"sso","1111"
"sso","556"
"sso","114"
"sso","108"
"sso","84"
"sso","24"
"sso","480"
"sso","363"
"sso","314"
"sso","687"
"sso","112"
"sso","277"
"sso","168"
"sso","40"
"sso","225"
"sso","248"
"sso","141"
"sso","110"
"sso","196"
"sso","235"
"sso","141"
"sso","239"
"sso","18"
"sso","157"
